customer_id,customer_name,region,end_use,customer_type,city,state,years_as_customer,credit_limit
C01685,Prime Electrical Enterprises 1,Midwest,Electrical,Small Business,Cleveland,OH,13,30000
C01686,Taylor Painting Services,Mid-Atlantic,Painting,Independent Contractor,Richmond,VA,3,30000
C01687,Tampa Painting Specialists,Southeast,Painting,Small Commercial,Tampa,FL,12,90000
C01688,Clark General Pros,Southwest,General Construction,Large Commercial,Houston,TX,13,410000
C01689,Certified General Enterprises 2,Midwest,General Construction,Small Business,Milwaukee,WI,6,95000
C01690,Ultimate HVAC Inc,Southwest,HVAC,Large Commercial,Phoenix,AZ,9,170000
C01691,Wilson General Specialists,Southeast,General Construction,Small Business,Jacksonville,FL,4,30000
C01692,Taylor Residential Group,Midwest,Residential Construction,Small Commercial,Indianapolis,IN,11,100000
C01693,Johnson Painting Pros 1,West,Painting,Small Commercial,San Francisco,CA,10,95000
C01694,Sacramento General Solutions,West,General Construction,Large Commercial,Sacramento,CA,7,195000
C01695,Anderson Electrical Specialists 1,Southwest,Electrical,Small Business,Dallas,TX,4,75000
C01696,Baltimore Residential Services,Mid-Atlantic,Residential Construction,Independent Contractor,Baltimore,MD,5,15000
C01697,San Francisco Electrical Co,West,Electrical,Large Commercial,San Francisco,CA,6,140000
C01698,Phoenix Residential Services,Southwest,Residential Construction,Small Business,Phoenix,AZ,5,45000
C01699,Advanced Residential LLC 2,Southeast,Residential Construction,Large Commercial,Atlanta,GA,8,230000
C01700,San Antonio Plumbing Services,Southwest,Plumbing,Small Commercial,San Antonio,TX,13,110000
C01701,Miami General Enterprises 2,Southeast,General Construction,Large Commercial,Miami,FL,4,175000
C01702,Brown Landscaping Services,Northwest,Landscaping,Small Commercial,Boise,ID,2,175000
C01703,Expert Residential LLC,Southeast,Residential Construction,Small Business,Tampa,FL,1,80000
C01704,Quality General Specialists 1,Midwest,General Construction,Small Commercial,Indianapolis,IN,5,85000
C01705,Davis HVAC LLC,South Central,HVAC,Small Business,Oklahoma City,OK,5,70000
C01706,Prime Residential Co,West,Residential Construction,Small Business,San Diego,CA,3,40000
C01707,Boston General Supply,Northeast,General Construction,Small Business,Boston,MA,11,65000
C01708,San Antonio Residential Group,Southwest,Residential Construction,Small Commercial,San Antonio,TX,15,130000
C01709,Portland Painting LLC,Northwest,Painting,Large Commercial,Portland,OR,8,230000
C01710,Superior Residential LLC 1,Southwest,Residential Construction,Small Business,Phoenix,AZ,15,95000
C01711,Painting Masters 1,West,Painting,Large Commercial,San Diego,CA,9,205000
C01712,Professional Painting Experts 1,West,Painting,Large Commercial,Los Angeles,CA,7,440000
C01713,Lee HVAC Group 1,Southeast,HVAC,Large Commercial,Jacksonville,FL,6,445000
C01714,Professional HVAC Experts,Southwest,HVAC,Independent Contractor,Austin,TX,12,20000
C01715,San Francisco General Specialists,West,General Construction,Large Commercial,San Francisco,CA,2,160000
C01716,Martinez & Sons Electrical 1,Northeast,Electrical,Large Commercial,Buffalo,NY,12,290000
C01717,HVAC Supply 1,Southwest,HVAC,Small Business,San Antonio,TX,13,40000
C01718,Advanced HVAC Specialists 1,Southwest,HVAC,Large Commercial,Phoenix,AZ,1,225000
C01719,Pioneer General Group,Northwest,General Construction,Small Business,Seattle,WA,7,70000
C01720,Sacramento Plumbing Specialists,West,Plumbing,Small Commercial,Sacramento,CA,14,180000
C01721,Wilson Plumbing Contractors,Northwest,Plumbing,Large Commercial,Spokane,WA,9,380000
C01722,Martinez & Sons HVAC 1,West,HVAC,Independent Contractor,San Jose,CA,5,30000
C01723,Anderson Carpentry Inc,Midwest,Carpentry,Small Business,Indianapolis,IN,11,70000
C01724,Elite General Co 3,Midwest,General Construction,Small Commercial,Cleveland,OH,12,95000
C01725,Moore Residential Co 2,West,Residential Construction,Small Commercial,San Jose,CA,4,70000
C01726,Detroit Masonry Supply,Midwest,Masonry,Large Commercial,Detroit,MI,12,325000
C01727,Electrical Specialists 2,Southeast,Electrical,Small Business,Orlando,FL,12,100000
C01728,San Diego General Specialists,West,General Construction,Small Business,San Diego,CA,11,55000
C01729,Moore Plumbing Services,Midwest,Plumbing,Small Business,Detroit,MI,5,25000
C01730,Davis Residential Solutions 1,Northwest,Residential Construction,Small Commercial,Spokane,WA,3,165000
C01731,Metro General Enterprises 3,Mid-Atlantic,General Construction,Small Commercial,Philadelphia,PA,7,70000
C01732,Thomas Carpentry Group,West,Carpentry,Small Commercial,San Diego,CA,11,115000
C01733,Dallas Residential Pros 1,Southwest,Residential Construction,Small Commercial,Dallas,TX,2,165000
C01734,New York Residential Specialists,Northeast,Residential Construction,Small Commercial,New York,NY,5,170000
C01735,Houston Plumbing Specialists 2,Southwest,Plumbing,Small Commercial,Houston,TX,8,95000
C01736,Martinez Landscaping Inc,Midwest,Landscaping,Small Business,Milwaukee,WI,15,70000
C01737,Expert Painting Pros,Mid-Atlantic,Painting,Small Commercial,Philadelphia,PA,10,75000
C01738,Pittsburgh Carpentry Co,Mid-Atlantic,Carpentry,Small Commercial,Pittsburgh,PA,2,60000
C01739,Dynamic Residential Supply 2,South Central,Residential Construction,Small Business,Little Rock,AR,12,60000
C01740,Garcia & Sons Painting,Mid-Atlantic,Painting,Small Business,Richmond,VA,2,20000
C01741,Brown Residential Works,West,Residential Construction,Small Business,Sacramento,CA,7,60000
C01742,Johnson Electrical Works 2,West,Electrical,Small Business,Sacramento,CA,2,35000
C01743,Carpentry Experts 1,Southeast,Carpentry,Small Commercial,Miami,FL,14,110000
C01744,Moore Painting Experts,Northeast,Painting,Small Business,Boston,MA,10,100000
C01745,Anderson HVAC LLC,West,HVAC,Independent Contractor,Sacramento,CA,4,15000
C01746,Thomas General LLC,West,General Construction,Small Commercial,San Jose,CA,12,120000
C01747,Cleveland Painting Contractors 1,Midwest,Painting,Small Business,Cleveland,OH,8,25000
C01748,Phoenix Carpentry Co,Southwest,Carpentry,Large Commercial,Phoenix,AZ,13,450000
C01749,Newark Landscaping Experts,Northeast,Landscaping,Small Commercial,Newark,NJ,14,60000
C01750,Austin Plumbing Solutions,Southwest,Plumbing,Independent Contractor,Austin,TX,14,25000
C01751,Anderson HVAC Group 1,West,HVAC,Small Commercial,Los Angeles,CA,13,110000
C01752,Sacramento Painting Group 1,West,Painting,Small Commercial,Sacramento,CA,6,50000
C01753,San Francisco Residential Pros 2,West,Residential Construction,Small Commercial,San Francisco,CA,10,160000
C01754,Moore General Contractors 1,West,General Construction,Independent Contractor,Los Angeles,CA,3,30000
C01755,Rapid General Works,Southeast,General Construction,Small Commercial,Tampa,FL,10,60000
C01756,Dallas Plumbing Co,Southwest,Plumbing,Large Commercial,Dallas,TX,3,275000
C01757,San Diego HVAC Services,West,HVAC,Large Commercial,San Diego,CA,8,235000
C01758,Clark Residential Co 1,West,Residential Construction,Large Commercial,San Jose,CA,9,460000
C01759,Anderson Plumbing Works,West,Plumbing,Small Business,San Diego,CA,15,80000
C01760,Cleveland Residential Solutions 1,Midwest,Residential Construction,Small Commercial,Cleveland,OH,9,105000
C01761,San Diego Painting Enterprises,West,Painting,Small Business,San Diego,CA,9,40000
C01762,Complete Roofing Services 1,West,Roofing,Small Commercial,San Francisco,CA,12,105000
C01763,Expert Residential Works 1,Northeast,Residential Construction,Small Commercial,Providence,RI,8,125000
C01764,National Residential Experts 2,Southeast,Residential Construction,Large Commercial,Miami,FL,14,190000
C01765,Complete General Experts 2,West,General Construction,Independent Contractor,San Jose,CA,7,15000
C01766,Garcia & Sons HVAC 1,South Central,HVAC,Small Commercial,Tulsa,OK,4,140000
C01767,Complete Painting LLC 2,Midwest,Painting,Large Commercial,Milwaukee,WI,12,325000
C01768,Miami Electrical Supply 1,Southeast,Electrical,Large Commercial,Miami,FL,4,255000
C01769,Taylor Residential Inc,Northwest,Residential Construction,Large Commercial,Portland,OR,6,155000
C01770,Thomas Electrical Pros,West,Electrical,Small Business,Sacramento,CA,7,95000
C01771,San Jose Residential Supply 1,West,Residential Construction,Large Commercial,San Jose,CA,7,260000
C01772,Orlando Residential Services,Southeast,Residential Construction,Small Commercial,Orlando,FL,6,150000
C01773,Certified Plumbing Contractors,Northeast,Plumbing,Independent Contractor,Buffalo,NY,1,5000
C01774,Reliable HVAC LLC,South Central,HVAC,Small Commercial,Oklahoma City,OK,9,50000
C01775,Reliable Residential Services 2,West,Residential Construction,Large Commercial,Sacramento,CA,11,495000
C01776,Prime Residential Works,Southeast,Residential Construction,Small Commercial,Jacksonville,FL,6,140000
C01777,Sacramento Roofing Co,West,Roofing,Independent Contractor,Sacramento,CA,3,40000
C01778,National Plumbing Specialists 1,West,Plumbing,Large Commercial,Los Angeles,CA,3,475000
C01779,Anderson Plumbing Co 2,Southeast,Plumbing,Large Commercial,Miami,FL,14,345000
C01780,Superior HVAC Services,Midwest,HVAC,Small Business,Chicago,IL,6,40000
C01781,National Residential LLC,Southwest,Residential Construction,Small Commercial,San Antonio,TX,15,195000
C01782,Superior General Co,Southeast,General Construction,Small Business,Jacksonville,FL,10,100000
C01783,Austin HVAC Experts 1,Southwest,HVAC,Large Commercial,Austin,TX,13,225000
C01784,Smith Painting Experts,Southwest,Painting,Small Commercial,San Antonio,TX,1,125000
C01785,Certified Plumbing LLC 2,West,Plumbing,Small Business,San Francisco,CA,4,30000
C01786,Taylor & Sons Landscaping 1,Southwest,Landscaping,Small Business,Austin,TX,1,20000
C01787,Quality Painting Supply 1,West,Painting,Large Commercial,San Jose,CA,9,435000
C01788,Summit Painting Inc,Midwest,Painting,Small Business,Milwaukee,WI,8,45000
C01789,Richmond General Experts,Mid-Atlantic,General Construction,Independent Contractor,Richmond,VA,4,5000
C01790,Rapid Residential LLC,West,Residential Construction,Small Business,Sacramento,CA,15,55000
C01791,Buffalo Residential Solutions,Northeast,Residential Construction,Small Commercial,Buffalo,NY,15,180000
C01792,Dallas General Works,Southwest,General Construction,Small Business,Dallas,TX,11,60000
C01793,Quality HVAC Pros 2,Mid-Atlantic,HVAC,Small Business,Pittsburgh,PA,7,60000
C01794,Wilson & Sons Masonry,Midwest,Masonry,Small Commercial,Detroit,MI,1,150000
C01795,Martinez HVAC Specialists,Northeast,HVAC,Independent Contractor,Boston,MA,12,20000
C01796,Smith General Group,West,General Construction,Large Commercial,Los Angeles,CA,9,305000
C01797,Lee HVAC Co,West,HVAC,Independent Contractor,San Jose,CA,5,25000
C01798,Advanced General Services,Midwest,General Construction,Independent Contractor,Cleveland,OH,2,40000
C01799,San Francisco General LLC 1,West,General Construction,Small Commercial,San Francisco,CA,14,110000
C01800,Taylor Residential Group 1,West,Residential Construction,Small Commercial,Los Angeles,CA,8,145000
C01801,Milwaukee Carpentry Supply,Midwest,Carpentry,Large Commercial,Milwaukee,WI,6,125000
C01802,Orlando Painting Solutions,Southeast,Painting,Small Commercial,Orlando,FL,8,80000
C01803,Philadelphia Painting Group 2,Mid-Atlantic,Painting,Small Commercial,Philadelphia,PA,11,80000
C01804,San Antonio General Co 3,Southwest,General Construction,Small Commercial,San Antonio,TX,6,55000
C01805,Los Angeles Painting Supply 2,West,Painting,Small Business,Los Angeles,CA,15,70000
C01806,Dallas General LLC,Southwest,General Construction,Small Business,Dallas,TX,7,20000
C01807,Ultimate Carpentry Co 1,Southeast,Carpentry,Small Business,Tampa,FL,2,20000
C01808,Lee Electrical Specialists,Northeast,Electrical,Small Business,Newark,NJ,10,80000
C01809,Anderson & Sons HVAC 1,Southeast,HVAC,Small Commercial,Orlando,FL,8,125000
C01810,Brown & Sons Plumbing,Mid-Atlantic,Plumbing,Small Business,Baltimore,MD,3,65000
C01811,New York Painting Solutions,Northeast,Painting,Small Commercial,New York,NY,12,50000
C01812,Clark General Supply,Southeast,General Construction,Large Commercial,Atlanta,GA,15,445000
C01813,Clark General Pros 1,Midwest,General Construction,Small Business,Indianapolis,IN,8,90000
C01814,Garcia & Sons Plumbing,Southeast,Plumbing,Small Commercial,Tampa,FL,11,110000
C01815,San Francisco Residential Supply,West,Residential Construction,Small Commercial,San Francisco,CA,4,140000
C01816,Brown & Sons Painting 2,West,Painting,Small Commercial,San Francisco,CA,7,70000
C01817,HVAC Experts 1,Southeast,HVAC,Small Commercial,Jacksonville,FL,1,80000
C01818,Summit Residential Pros 2,West,Residential Construction,Small Business,San Francisco,CA,10,45000
C01819,Wilson Carpentry Enterprises,Southwest,Carpentry,Large Commercial,Austin,TX,13,225000
C01820,Garcia Plumbing Works 1,West,Plumbing,Small Commercial,San Jose,CA,15,170000
C01821,Pro HVAC LLC,Northeast,HVAC,Large Commercial,Boston,MA,1,130000
C01822,Houston Painting Supply,Southwest,Painting,Small Commercial,Houston,TX,3,200000
C01823,Davis Painting Solutions 1,West,Painting,Small Business,Los Angeles,CA,12,45000
C01824,Houston Electrical Group,Southwest,Electrical,Large Commercial,Houston,TX,7,175000
C01825,Taylor Painting Contractors 1,Southeast,Painting,Large Commercial,Jacksonville,FL,12,255000
C01826,Prime Plumbing Pros,Northwest,Plumbing,Large Commercial,Portland,OR,8,340000
C01827,Miami Electrical Experts 2,Southeast,Electrical,Small Business,Miami,FL,15,20000
C01828,Boise Painting Group 1,Northwest,Painting,Large Commercial,Boise,ID,10,290000
C01829,New York General Specialists,Northeast,General Construction,Small Business,New York,NY,6,65000
C01830,Johnson Painting Works,Northeast,Painting,Small Business,Boston,MA,15,85000
C01831,Garcia Residential Group 2,South Central,Residential Construction,Large Commercial,Little Rock,AR,1,250000
C01832,Anderson Plumbing Inc 2,Northeast,Plumbing,Small Commercial,Buffalo,NY,6,135000
C01833,Clark General LLC 3,West,General Construction,Independent Contractor,San Francisco,CA,12,25000
C01834,Rodriguez & Sons Painting 3,Northeast,Painting,Small Business,Buffalo,NY,4,95000
C01835,Superior Plumbing Co,Southwest,Plumbing,Small Business,Houston,TX,15,35000
C01836,San Diego Carpentry Inc,West,Carpentry,Large Commercial,San Diego,CA,3,335000
C01837,Pro Residential LLC,West,Residential Construction,Independent Contractor,San Francisco,CA,12,5000
C01838,Buffalo Electrical Works,Northeast,Electrical,Large Commercial,Buffalo,NY,11,390000
C01839,Prime HVAC Services 1,Northeast,HVAC,Large Commercial,Buffalo,NY,15,150000
C01840,Los Angeles General Services,West,General Construction,Small Commercial,Los Angeles,CA,1,160000
C01841,San Jose HVAC Experts,West,HVAC,Small Business,San Jose,CA,14,50000
C01842,Newark Electrical Experts,Northeast,Electrical,Independent Contractor,Newark,NJ,5,5000
C01843,Jacksonville General Services,Southeast,General Construction,Large Commercial,Jacksonville,FL,5,190000
C01844,Summit HVAC Group,Mid-Atlantic,HVAC,Large Commercial,Baltimore,MD,14,305000
C01845,Residential Experts 1,Midwest,Residential Construction,Small Commercial,Detroit,MI,9,150000
C01846,Dynamic Residential Contractors 1,Southwest,Residential Construction,Small Commercial,San Antonio,TX,13,75000
C01847,Complete Plumbing Enterprises,West,Plumbing,Small Commercial,Los Angeles,CA,14,115000
C01848,Superior General Works,West,General Construction,Independent Contractor,Sacramento,CA,13,30000
C01849,Taylor & Sons HVAC 2,Northeast,HVAC,Large Commercial,Providence,RI,13,405000
C01850,Rodriguez & Sons Carpentry,Southwest,Carpentry,Small Commercial,Phoenix,AZ,12,80000
C01851,Davis General Solutions 1,Southwest,General Construction,Small Business,Dallas,TX,15,80000
C01852,Tampa Plumbing Supply,Southeast,Plumbing,Large Commercial,Tampa,FL,13,345000
C01853,Moore General Specialists,Southwest,General Construction,Small Commercial,Houston,TX,3,110000
C01854,San Antonio HVAC Works,Southwest,HVAC,Large Commercial,San Antonio,TX,3,235000
C01855,Sacramento Plumbing LLC 1,West,Plumbing,Large Commercial,Sacramento,CA,8,350000
C01856,Clark Residential Pros 2,West,Residential Construction,Large Commercial,San Francisco,CA,14,200000
C01857,Superior Painting Supply,Southeast,Painting,Large Commercial,Miami,FL,8,485000
C01858,Dallas Plumbing Pros,Southwest,Plumbing,Small Commercial,Dallas,TX,8,50000
C01859,Painting Experts 1,Northwest,Painting,Small Business,Portland,OR,10,35000
C01860,Precision Residential Experts 3,Southeast,Residential Construction,Small Commercial,Jacksonville,FL,6,115000
